term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
poly-N-acetyllactosamine	poly-LacNAc; poly-LN; Polylactosamine					1B	G00058MO			EOG_VARKI_4E; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	The LacNAc units can sometimes be repeated, giving extended poly-N-acetyllactosamines (sometimes incorrectly called “polylactosamines”) (Chapter 14).
poly-N-acetylneuraminic acid						1B	G80631ZD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
poly-N-glycolylneuraminic acid						1B	G95717TY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
polyfucose branch						1B				EOG_VARKI_4E	
polyglycosylceramide						1B				EOG_VARKI_4E	
polymannose						1B				EOG_VARKI_4E	
polymannosyl N-glycan						1B				EOG_VARKI_4E	
polysialic acid		polySia; PSA				1B	G77612ZC	GSD000182	GlycoMotif:GGM.000252	EOG_VARKI_4E; GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM	ST8SIA2 (also called STX) and ST8SIA4 (also called PST) catalyze the synthesis of linear polymers of up to 400 α2-8 sialic acid residues to give polysialic acid (PolySia or PSA) on NCAM.
sialoglycan	Sia-containing glycan; sialic acid-containing glycan					1B				EOG_VARKI_4E	Overall, it appears that we do not yet know the full extent of sialoglycan diversity in nature.
sialoglycan polymer						1B				EOG_VARKI_4E	
sialoglycolipid						1B				EOG_VARKI_4E	
sialopentaosylceramide						1B	G13224CR; G96400MT	GSD000148	GlycoMotif:GGM.000097; GlycoMotif:GDV.000070; GlycoMotif:CCRC.000097	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
sialyl 6-sulfo LacNAc						1B	G99745QX			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Sialylated LDN					sialylated LacdiNAc	1B	G55583HW		GlycoMotif:GGM.000050; GlycoMotif:GDV.000118; GlycoMotif:CCRC.000050	BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
sialylated N-acetyllactosamine						1B				EOG_VARKI_4E	
Sialylated tetraose type						1B				BIOOLIGO	
Sialylated tetraose type 1						1B				BIOOLIGO	
Sialylated tetraose type 2						1B				BIOOLIGO	
Sialylated triose type 1						1B				BIOOLIGO	
tetraantennary N-glycan	N-Glycan tetraantennary					1B	G33451SJ	GSD000164	GlycoMotif:GGM.001039	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM	
Tri-LN						1B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
tri-mannose / O-linked	tri-Man-Ser/Thr					1B				EOG_VARKI_4E	
triantennary N-glycan	tri-antennary N-glycan; N-Glycan triantennary					1B	G59096WE	GSD000170	GlycoMotif:GGM.001038	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM	
trimannosyl core						1B		GSD000175		GSD_GLYGEN_V0	
Trisialylated pentaose type 1						1B				BIOOLIGO	
Trisialylated pentaose type 2						1B				BIOOLIGO	
Type 1 LN	type-1 unit; type-1 chain repeating unit		N-acetyllactosamine			1B	G00056MO; G43784HS		GlycoMotif:GGM.000005; GlycoMotif:GDV.000035	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; EOG_VARKI_4E	
Type 1 LN2			N-acetyllactosamine type 1			1B	G43784HS		GlycoMotif:GGM.000006	CUMMINGS; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	
Type 1 LN3			N-acetyllactosamine type 1			1B	G17961XM		GlycoMotif:GGM.000007; GlycoMotif:GDV.000034	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
Type 2 LN	type-2 unit; type-2 chain repeating unit					1B	G00055MO		GlycoMotif:GDV.000046	GLYCOMOTIF_GDV; EOG_VARKI_4E	
Type 2 LN2			"i"" antigen; i antigen; ''I'' antigen; N-acetyllactosamine type 2"			1B	G00058MO		GlycoMotif:GGM.000002; GlycoMotif:GDV.000045	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
type-4 chain						1B				EOG_VARKI_4E	
1-6 beta Galactan						1C	G69386QK			GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
amylopectin						1C				EOG_VARKI_4E	Starch consists entirely of glucose and exists as amylopectin and amylose.
amylose						1C	G05740LL			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	Starch consists entirely of glucose and exists as amylopectin and amylose.
apiogalacturonan						1C				EOG_VARKI_4E	For example, xylogalacturonans contain single β-D-Xylp residues linked to O-3 of some of the backbone residues (Figure 24.2), whereas apiogalacturonans have β-D-apiose (Apif) and apiobiose linked to O-2 of some of the backbone residues.
arabinan						1C	G22535ZZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	As is the case for AG, periplasmic extension of LMs is catalyzed by specific type C GTs that further elaborate into lipoarabinomannans (LAMs) using decaprenyl-P-Araf, creating a covalently linked arabinan resembling the structure in AG, in a LAM molecule containing more than 100 sugars (Figure 21.3).
arabinogalactan type I						1C	G98272RS			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
arabinogalactan type II	Arabinogalactan Type ll					1C	G12828SG			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
arabinoglucuronoxylan						1C				EOG_VARKI_4E	Gymnosperm secondary walls contain arabinoglucuronoxylans (AGXs), which in addition to MeGlcpA substituents, have Araf residues attached to O-3 of some of the backbone residues.
beta 1-4 galactan						1C	G77076MY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
beta 1-6 galactan						1C	G69386QK			PUBDICTIONARIES-GLYCAN-IMAGE	
Beta-glucan						1C	G00024MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
callose						1C				EOG_VARKI_4E	Callose, a polysaccharide composed of 1-3-linked β glucosyl residues, is another β-glucan produced by plants (Figure 24.1G).
cellulose						1C	G00025MO			EOG_VARKI_4E; PUBDICT_MOTIF_GTC	Many of these enzymes have a catalytic domain connected to a cellulose-binding module.
Cellulose like Glc(1-4)n						1C	G00025MO			PUBDICT_GLYCAN_MOTIF	
chitin						1C	G97099AY			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	Chitin, a polymer of (GlcNAcβ4)n, is one of the most abundant biopolymers on Earth, second only to cellulose (which is interestingly a (Glcβ4)n polymer synthesized in a similar manner by extrusion at the cell surface).
cyclic β1-2 glucan						1C				EOG_VARKI_4E	
dextran						1C				EOG_VARKI_4E	Glyco-QDs functionalized with carboxymethyldextran and polylysine were used to study carbohydrate–protein interactions.
fructan						1C				EOG_VARKI_4E	Plants also produce fructose-containing polysaccharides termed fructans.
fucoidan						1C				EOG_VARKI_4E	Fucoidans are a group of sulfated polysaccharides isolated from several brown algae that have been reported to have anticoagulant, antitumor, antithrombosis, antiinflammatory, and antiviral properties.
galactan						1C				EOG_VARKI_4E	The second polymer, GXMGal, is based on α1-6 galactan, with side chains of galactose, glucuronic acid, mannose, and xylose (Figure 23.7); the backbone is also modified with small amounts of β1-2-linked galactofuranose (not shown).
galactomannan						1C	G93424OB			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
glucan	glucose polymers					1C				EOG_VARKI_4E	A. fumigatus also produces an extracellular matrix composed of monosaccharides, α1-3-glucan, galactomannan, and a galactosaminogalactan composed of variable galactopyranose repeats linked to N-acetylgalactosamine, which are partially de-acetylated.
glucomannan						1C	G88924MD			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Mixtures of plant polysaccharides such as larch bark arabinogalactan and glucomannan are often termed “glyconutrients” that are claimed to contain “essential monosaccharides” needed for “cell communication.” Because all monosaccharides can be made in vivo from glucose (except in patients with rare genetic deficiencies; see Chapter 42), none of the other monosaccharides are actually known to be “es...
glucuronoarabinoxylan	Glucronoarabinoxylan					1C	G54315VV			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	The glucuronoarabinoxylans in the secondary walls of grasses typically contain fewer Araf residues than their primary wall counterpart (Figure 24.1D).
glucuronoxylan	Glucronoxylan					1C	G94091AV			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Glucuronoxylans, which are major components in the secondary walls of woody and herbaceous eudicots, have an α-D-GlcpA or MeGlcpA substituent at O-2 (Figure 24.1C).
glycogen						1C				EOG_VARKI_4E	A second well-studied example is glycogen, a large branched homopolysaccharide used as a short-term storage form of glucose in bacteria, yeast, and animals.
hemicellulose	Hemicellulosic polysaccharides					1C				EOG_VARKI_4E	Xyloglucan, glucurono/arabinoxylan, and glucomannan (Figure 24.1B–E) are included under this chemical definition of hemicelluloses.
heteroxylan						1C				EOG_VARKI_4E	Heteroxylans are the major hemicellulosic polysaccharide present in the secondary (lignified) cell walls of seed-producing plants.
homogalacturonan						1C	G25318VQ			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	The degree of methylesterification affects the ability of homogalacturonan-containing glycans to form ionic calcium cross-links with themselves and with other pectic polymers.
Inulin						1C				PUBDICT_GLYCONAVI_NAME	The simplest fructan is inulin, a linear glycan of sucrose with 1-2-linked β-D-Fruf.
levan-type fructan						1C				EOG_VARKI_4E	
lipo-chitooligosaccharide	lipochitooligosaccharide	LCO				1C				EOG_VARKI_4E	
lipopeptidophosphoglycan		LPPG				1C				EOG_VARKI_4E	
lipopolysaccharide		LPS				1C				EOG_VARKI_4E	Each chain can contain one to hundreds of repeats, although there is a preferred (modal) cluster of chain lengths in LPS isolated from an individual strain.
lipoteichoic acid		LTA				1C				EOG_VARKI_4E	Cell wall lipoteichoic acids and teichoic acids are unique components of Gram-positive bacteria, which are often surrounded by a CPS or a less dense EPS layer.
mannan						1C				EOG_VARKI_4E	
mannosylated lipoarabinomannan		ManLAM				1C				EOG_VARKI_4E	The terminal Araf residues can be further capped by Man residues in ManLAM.
matriglycan						1C				EOG_VARKI_4E	In the Golgi, a polymer glycan (matriglycan) is generated, recognized by several diagnostic monoclonal antibodies and necessary for the binding of laminin and other molecules to α-DG.
methanochondroitin						1C				EOG_VARKI_4E	A pathway of methanochondroitin biosynthesis has been proposed based on activated precursors in Methanosarcina barkeri cell extracts.
mixed-linkage beta glucan	1-3/1-4 beta glucan					1C	G46558JB			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
pectin						1C				EOG_VARKI_4E	Pectins are structurally complex polysaccharides that contain 1-4-linked α-D-GalpA.
phosphomannan						1C				EOG_VARKI_4E	
phosphopeptidomannan						1C				EOG_VARKI_4E	
pseudomurein	pseudopeptidoglycan					1C				EOG_VARKI_4E	Pseudomurein shares structural similarities with bacterial murein yet presents significant differences (Figure 22.2).
raffinose						1C				EOG_VARKI_4E; PUBDICT_GLYCONAVI_NAME	
rhamnogalacturonan						1C				EOG_VARKI_4E	Rhamnogalacturonan-I (RG-I) is a family of polysaccharides with a backbone composed of a repeating disaccharide 4-α-D-GalpA-1-2-α-L-Rhap-1.
Rhamnogalacturonan-I		RG-I		rhamnogalacturonan		1C				EOG_VARKI_4E	Rhamnogalacturonan-I (RG-I) is a family of polysaccharides with a backbone composed of a repeating disaccharide 4-α-D-GalpA-1-2-α-L-Rhap-1.
Rhamnogalacturonan-II		RG-II		rhamnogalacturonan		1C				EOG_VARKI_4E	Several of the monosaccharides in RG-II are O-methylated and/or O-acetylated.
rhamnomannan						1C				EOG_VARKI_4E	
starch						1C				EOG_VARKI_4E	Starch consists entirely of glucose and exists as amylopectin and amylose.
sulfated galactan						1C				EOG_VARKI_4E	These polysaccharides include agarose (agar) and carrageenan, which are sulfated galactans obtained from red seaweeds.
teichoic acid	teichoic acid polymer					1C				EOG_VARKI_4E	Furthermore, teichoic acid polymers, built from glycerol or ribitol residues joined by phosphodiester linkages, are located within the cell wall.
xylan						1C				EOG_VARKI_4E	Ferulic or coumaric acids are often esterified to the Araf residues of xylan in grass primary and secondary cells walls.
xylogalacturonan						1C	G00367NK			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	For example, xylogalacturonans contain single β-D-Xylp residues linked to O-3 of some of the backbone residues (Figure 24.2), whereas apiogalacturonans have β-D-apiose (Apif) and apiobiose linked to O-2 of some of the backbone residues.
xyloglucan						1C	G25326UC			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Xyloglucan, glucurono/arabinoxylan, and glucomannan (Figure 24.1B–E) are included under this chemical definition of hemicelluloses.
α-mannan						1C				EOG_VARKI_4E	
β-(1,3)-glucan	β-1,3-glucan			β-glucan		1C				EOG_VARKI_4E	Xyloglucan oligosaccharides effectively protected grapevine and Arabidopsis against the fungal/oomycete pathogens, whereas β-1,3-glucans improved, among others, tobacco, and grapevine protection against bacterial, fungal, and oomycete pathogens.
β-(1,4)-glucan	β-1,4-glucans			β-glucan		1C				EOG_VARKI_4E	
β-glucan						1C				EOG_VARKI_4E	The presence of 1-3, 1-4-linked β-glucans (also referred to as mixed-linkage glucans) (Figure 24.1F) in the walls of grasses was once considered to be a unique feature of these plants.
1-4-linked α-L-guluronic acid	1-4-linked α-L-GulpA					2A				EOG_VARKI_4E	
1-4-linked β-D-mannuronic acid	1-4-linked β-D-ManpA					2A				EOG_VARKI_4E	
2-3 sialyl-lacto-N-tetraose						2A	G21066IE			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
2-3 sialylparagloboside						2A	G01767JJ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
2-6 sialyl-LacNAc-Gal						2A	G03509EL			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
2-6 sialylparagloboside						2A	G83513YI			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
3'-KDNLN						2A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
3'-sialyl-N-acetyllactosamine		3'SLN			3'SiaLacNAc(1-4); 3'SiaLacNAc(1-3)	2A	G10203DW; G00065MO; G59168YE			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
3'-sialyl-N-acetyllactosamine(1-3)						2A	G59168YE			PUBDICT_GLYCAN_MOTIF	
3'SLN						2A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
3S-Gal-4(Fuc)-GlcNAc						2A				BIOOLIGO	
6'-sialyl-N-acetyllactosamine		6'SLN			6'SiaLacNAc(1-4)	2A	G09376MR			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
6-Sialyl-GalNAc or 6-Sialyl LN (type 1 or 2)						2A	G73708UL			PUBDICT_GLYCAN_MOTIF	
6P-Man3						2A				BIOOLIGO	
a-3Galactosyl-3Fucosyllactose						2A				BIOOLIGO	
a-4Galactosyl-3Fucosyllactose						2A				BIOOLIGO	
A-tetra Lactose						2A				BIOOLIGO	
A-tetra type 2						2A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
alpha()2-6)sialyl lactotetraosylceramide						2A				PUBDICT_GLYCONAVI_ABBREV	
B-tetra Lactose						2A				BIOOLIGO	
B-tetra type 2						2A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
Bata Galactose						2A	G65889KE			PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
beta galactose	Bata Galactose					2A	G65889KE			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE	
Chitohexaose						2A				BIOOLIGO	
Chitohexose						2A				BIOOLIGO	
Chitopentaose						2A				BIOOLIGO	
Chitopentose						2A				BIOOLIGO	
Chitotetraose						2A				BIOOLIGO	
Chitotriose						2A				BIOOLIGO	
Chondroitin tetrasaccharide						2A				BIOOLIGO	
deoxy Chitotetraose						2A				BIOOLIGO	
deoxy Chitotriose						2A				BIOOLIGO	
Difucosyllactose						2A				BIOOLIGO	
Disialosylpentaose						2A				BIOOLIGO	
Fuc a(1-3) Lac-di-Nac						2A				BIOOLIGO	
Fuc(a1-3)GalNAc(b1)						2A	G57709BH			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Fuc-(GlcNAc-Man-(Gal-GlcNAc-Man)-Man-GlcNAc)-GlcNAc						2A				BIOOLIGO	
Fuc-Gal-Xyl						2A				BIOOLIGO	
Fucα1-2Gal						2A				EOG_VARKI_4E	
Gal b1-4 GalNAc b1-4 Gal b1-4 Glc						2A				BIOOLIGO	
Gal b1-4 GalNAc b1-4 Gal b1-4 Glc b						2A				BIOOLIGO	
Gal(b1-3)GalNAc						2A	G78436BB; G58645HA			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Gal(b1-4)[Fuc(a1-3)]Glc(b1)						2A	G57548NB; G41323BT			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Gal-GalNAc-(Neu5Ac)-Gal-Glc						2A				BIOOLIGO	
Gal-GlcNAc-(Gal-GlcNAc)-Gal						2A				BIOOLIGO	
Gal-GlcNAc-Man-(Gal-GlcNAc-Man)-Man-GlcNAc						2A				BIOOLIGO	
Galalpha1-3Gal						2A	G00046MO			PUBDICT_MOTIF_GTC	
GalNAc(b1-3)Gal(b1-4)GlcNAc						2A	G61149BD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1)						2A	G45058HZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)						2A	G29406SZ; G23581GL			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GalNAc(b1-4)Gal						2A	G60859DF			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GalNAc-(Fuc)-Gal-Glc						2A				BIOOLIGO	
GalNAcα1-3Gal						2A				EOG_VARKI_4E	
GalNAcα1-4GalNAcα1-3-diNAcBac						2A				EOG_VARKI_4E	
GalNAcα1-4GalNAcα1-4						2A				EOG_VARKI_4E	
Galα1-3GalNAc						2A				EOG_VARKI_4E	
Galα1-3Galα						2A				EOG_VARKI_4E	
Galα1-3Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
Galα1-3Glcα	Galα1-3Glcα1- disaccharide					2A				EOG_VARKI_4E	
Galβ1-3GalNAcβ1-4Gal						2A				EOG_VARKI_4E	
Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAc						2A				EOG_VARKI_4E	
GlcA-GlcNAc repeating unit	GlcA-GlcNAc RUs					2A				EOG_VARKI_4E	
GlcAβ1-3GalNAc repeating unit						2A				EOG_VARKI_4E	
GlcAβ1-3Galβ						2A				EOG_VARKI_4E	
GlcNAc b(1-3') LacNAc						2A				BIOOLIGO	
GlcNAc b(1-4,6) GalNAc						2A				BIOOLIGO	
GlcNAc(b1-3)Gal						2A	G02880JU			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GlcNAc-(Fuc)-GlcNAc						2A				BIOOLIGO	
GlcNAc-Gal-Glc						2A				BIOOLIGO	
GlcNAc-Man-(GlcNAc-Man)-Man						2A				BIOOLIGO	
GlcNAc-P-Man phosphodiester						2A				EOG_VARKI_4E	
GlcNAcβ1-2Manα1-3						2A				EOG_VARKI_4E	
GlcNAcβ1-2Manα1-6						2A				EOG_VARKI_4E	
GlcNAcβ1-4Gal						2A				EOG_VARKI_4E	
GlcNAcβ1-4Glc-Cer						2A				EOG_VARKI_4E	
GlcNAcβ1-4GlcNAc						2A				EOG_VARKI_4E	
GlcNAcβ1-4Man						2A				EOG_VARKI_4E	
Glcα1-4Glc repeating unit						2A				EOG_VARKI_4E	
Glcα1-phosphate-Man	Glcα1-PO4-Man					2A				EOG_VARKI_4E	
Glcβ1-3Fucα-O-						2A				EOG_VARKI_4E	
Hyalonuric acid hexasaccharide						2A				BIOOLIGO	
Hyalonuric acid tetrasaccharide						2A				BIOOLIGO	
Hyaluronic acid hexasaccharide						2A				BIOOLIGO	
I-active ganglioside					NeuAca3-nLc6; NeuAca2-3i; NeuAc-G-10; NeuAca2-3I	2A	G03067VG; G28566CQ; G16194TN			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
KDN-Gal						2A	G82612XX; G82625KX			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Man a1-2 Man a1-6 Man a1-6 (Man a1-2 Man a1-3) Man b1-4 GlcNAc b1-4 GlcNAc b						2A				BIOOLIGO	
Man a1-3 (Man a1-6) Man						2A				BIOOLIGO	
Manβ1-4Glc-ceramide	Manβ1-4Glc-Cer					2A				EOG_VARKI_4E	
N-Acetyl-D-Lactosamine						2A				BIOOLIGO	
Neu5Ac a2-3 Gal b1-4 Glc b						2A				BIOOLIGO	
Neu5Ac a2-6 Gal b1-4 GlcNAc b1-4 Gal b1-4 GlcNAc						2A				BIOOLIGO	
Neu5Ac(a2-3)Gal / monosialoganglioside						2A	G77824XV			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
Neu5Ac(a2-3)Gal(b1)						2A	G30207PZ			GLYCOEPITOPE; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-3)Gal(b1-3)GalNAc						2A	G56299XO			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-3)Gal(b1-4)Glc						2A	G56516VH			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-3)Gal(b1-4)GlcNAc						2A	G10203DW			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-6)Gal						2A	G44345UH; G63069TR			GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE	
Neu5Ac(a2-6)GalNAc						2A	G08371CD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal						2A	G82775QT; G43195TR			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc						2A	G93910CU			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc						2A	G81928IQ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-8)Neu5Gc(a2-3)Gal						2A	G82974JM			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc						2A	G95233MF			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Neu5Ac-Gal-(Fuc)-GlcNAc						2A				BIOOLIGO	
Neu5Ac-Gal-(Fuc)-GlcNAc-OMe						2A				BIOOLIGO	
Neu5Ac-Gal-(Neu5Ac)-deoxy-GalNAc						2A				BIOOLIGO	
Neu5Ac-Gal-(Neu5Ac)-GlcNAc						2A				BIOOLIGO	
Neu5Acα2-3Gal	Neu5Acα2–3Gal-					2A				EOG_VARKI_4E	
Neu5Gc(a2-3)Gal						2A	G53517XC			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; GLYCOEPITOPE	
Neu5Gc(a2-3)Gal / monosialoganglioside						2A	G53517XC			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
Neu5Gc(a2-3)Gal(b1-4)Glc	Neu5Gcα2–3Galβ1–4Glc					2A	G32969VW			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCAN_MOTIF; GLYCOEPITOPE; PUBDICT_GLYCOSMOS; EOG_VARKI_4E	
Neu5Gc(a2-3)Gal(b1-4)GlcNAc						2A	G48236KP			PUBDICT_GLYCOSMOS; PUBDICT_GLYCAN_MOTIF; GLYCOEPITOPE; PUBDICTIONARIES-GLYCAN-IMAGE	
